RecordKey,SurveyKey,SampleKey,StartDate,EndDate,DateType,Date,TaxonVersionKey,TaxonName,GridReference,East,North,Projection,Precision,SiteKey,SiteName,Recorder,Determiner,ZeroAbundance,UnderValidation,ImagePath,Heritage Type,Category of Tree,Tree form,Condition of tree,Age Range,Evidence of,Access,Variety,Longitude,Latitude
421,,,21/09/2009,21/09/2009,D,21/09/2009,NBNSYS0000161802,Platanus occidentalis x orientalis = P. x hispanica,X082997,208234,99734,OSI,100,,"Salterbridge House, Waterford",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,150 - 200 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-7.880437105089835,52.14989290577507
422,,,24/09/2009,24/09/2009,D,24/09/2009,NBDCSYS000000034,Podocarpus salignus,V979528,97974,52864,OSI,100,,"Ardnagashel Estate, Co. Cork",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,100 - 150 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-9.477069005089088,51.7194482097463
423,,,16/09/2009,16/09/2009,D,16/09/2009,NHMSYS0000345555,Populus nigra,S256237,225627,123710,OSI,100,,"Killaloan Lodge, Co. Tipperary",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,100 - 150 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-7.624529140813964,52.36482014422427
424,,,06/10/2009,06/10/2009,D,06/10/2009,NHMSYS0000345555,Populus nigra,G936214,193649,321453,OSI,100,,"Organic Galloway Farm, Drumkeeran, Co. Leitrim",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,150 - 200 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-8.0979218553509,54.14212536822975
425,,,06/10/2009,06/10/2009,D,06/10/2009,NHMSYS0000345555,Populus nigra,H204125,220448,312550,OSI,100,,"Ballymagauran, Co. Leitrim",Aubrey Fennell,Aubrey Fennell,False,False,,Landmark trees,Individual tree,Maiden,Standing alive,100 - 150 years,Hollowing,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-7.688469026485682,54.061777295327595
426,,,27/07/2009,27/07/2009,D,27/07/2009,NHMSYS0000345555,Populus nigra,S504565,250459,156539,OSI,100,,"Green Street, Kilkenny",Aubrey Fennell,Aubrey Fennell,False,False,,Landmark trees,Individual tree,Maiden,Standing alive,Not known,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,Italica,-7.255050132032009,52.65808399535019
427,,,27/07/2009,27/07/2009,D,27/07/2009,NHMSYS0000345555,Populus nigra,S504565,250493,156533,OSI,100,,"Green Street, Kilkenny",Aubrey Fennell,Aubrey Fennell,False,False,,,Individual tree,Maiden,Standing alive,50 - 100 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,Italica,-7.254548644929282,52.65802692292161
428,,,24/07/2009,24/07/2009,D,24/07/2009,NHMSYS0001754477,Populus nigra x deltoides = P. x canadensis,S718495,271897,149512,OSI,100,,"Borris House, Co. Carlow",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,150 - 200 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,Serotina,-6.939817731698476,52.59253401058433
429,,,15/09/2009,15/09/2009,D,15/09/2009,NHMSYS0001754477,Populus nigra x deltoides = P. x canadensis,S143197,214370,119756,OSI,100,,"Knocklofty House, Co. Tipperary",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,50 - 100 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,Serotina Aurea,-7.78994725106774,52.329697717053676
430,,,13/08/2009,13/08/2009,D,13/08/2009,NBNSYS0000161821,Populus alba x tremula = P. x canescens,N054049,205497,204944,OSI,100,,"Birr Castle, Co. Offaly",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,150 - 200 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-7.918680200914453,53.09535254373896
431,,,11/10/2009,11/10/2009,D,11/10/2009,NBDCSYS000000035,Populus x vernirubens,O169314,316947,231486,OSI,100,,"47 Sandford Road, Dublin",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Maiden,Standing alive,50 - 100 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-6.245768821708281,53.320962872884444
432,,,,,U,Unknown,NBNSYS0000003417,Prunus avium,S276229,227637,122965,OSI,100,,"Gurteen le Poer, Kilsheelan, Co. Waterford",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,100 - 150 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-7.595084687643713,52.35802785861887
433,,,18/08/2009,18/08/2009,D,18/08/2009,NBNSYS0000003417,Prunus avium,N296224,229692,222444,OSI,100,,"Screggan, Co. Offaly",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,100 - 150 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-7.5559003591385645,53.25179396588642
434,,,08/09/2009,08/09/2009,D,08/09/2009,NBNSYS0000003417,Prunus avium,S354278,235441,127857,OSI,100,,"Ballynacloona, Co. Tipperary",Aubrey Fennell,Aubrey Fennell,False,False,,Landmark trees,Individual tree,Maiden,Standing alive,100 - 150 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-7.48002876011945,52.40153949078898
435,,,18/09/2009,18/09/2009,D,18/09/2009,NBNSYS0000003420,Prunus laurocerasus,R555911,155570,191102,OSI,100,,"Caher House, Co. Clare",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,150 - 200 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-8.662022664730602,52.96916258302678
436,,,29/10/2009,29/10/2009,D,29/10/2009,NBNSYS0000003412,Prunus spinosa,S487830,248751,183024,OSI,100,,"Dysartgallen, Co. Laois",Aubrey Fennell,Aubrey Fennell,False,False,,Named trees,Individual tree,Multi-stem,Standing alive,50 - 100 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-7.276350398753863,52.8962115076159
437,,,01/09/2009,01/09/2009,D,01/09/2009,NHMSYS0000462103,Pseudotsuga menziesii,O205149,320534,214929,OSI,100,,"Powerscourt, Co. Wicklow",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,100 - 150 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-6.198229400900239,53.171466198483586
438,,,08/10/2009,08/10/2009,D,08/10/2009,NHMSYS0000462103,Pseudotsuga menziesii,T020169,302039,116958,OSI,100,,"Johnstown Castle, Co. Wexford",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Individual tree,Maiden,Standing alive,100 - 150 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-6.505119614679774,52.29527525605516
439,,,28/08/2009,28/08/2009,D,28/08/2009,NHMSYS0000462103,Pseudotsuga menziesii,T199858,319996,185874,OSI,100,,"Avondale, Co. Wicklow",Aubrey Fennell,Aubrey Fennell,False,False,,Tree collection / Arboretum,,Maiden,Standing alive,50 - 100 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-6.217074535073375,52.910642557460726
440,,,13/10/2009,13/10/2009,D,13/10/2009,NHMSYS0000462130,Pterocarya fraxinifolia,M292256,129240,225683,OSI,100,,"National University of Ireland, Galway",Aubrey Fennell,Aubrey Fennell,False,False,,Landmark trees,Individual tree,Multi-stem,Standing alive,50 - 100 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-9.061478656127763,53.27700462356774
441,,,23/09/2009,23/09/2009,D,23/09/2009,NHMSYS0000462130,Pterocarya fraxinifolia,W662712,166272,71273,OSI,100,,University College Cork,Aubrey Fennell,Aubrey Fennell,False,False,,Landmark trees,Individual tree,Multi-stem,Standing alive,100 - 150 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-8.490647778243913,51.89315346813505
442,,,25/10/2009,25/10/2009,D,25/10/2009,NBNSYS0000155555,Pyrus communis,O143339,314344,233971,OSI,100,,"Guinness Brewery, Liberties, Dublin",Aubrey Fennell,Aubrey Fennell,False,False,,Unusual location,Avenue,Maiden,Standing alive,150 - 200 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-6.2839154667505195,53.34384854134168
443,,,10/08/2009,10/08/2009,D,10/08/2009,NBNSYS0000155555,Pyrus communis,S356810,235605,181028,OSI,100,,"Tentore House, Co. Laois",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,150 - 200 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,-7.471892109227103,52.87930676172308
